,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
213553,24540,"Greeley, CO",4,CO,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,107510,0,1000,1,,,27.95,58130,0.4,14.21,17.37,22.96,31.31,47.03,29560,36120,47760,65130,97820,,
213554,24580,"Green Bay, WI",4,WI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,168190,0,1000,1,,,26.29,54680,0.4,12.59,16.28,21.84,30.19,42.49,26190,33870,45440,62790,88380,,
213555,24660,"Greensboro-High Point, NC",4,NC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,352980,0,1000,1,,,24.79,51550,0.3,11.01,14.17,18.77,28.6,42.76,22910,29470,39030,59480,88940,,
213556,24780,"Greenville, NC",4,NC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,77940,0,1000,1,,,25.16,52330,0.5,10.64,13.8,19.07,29.88,43.2,22120,28700,39670,62150,89860,,
213557,24860,"Greenville-Anderson-Mauldin, SC",4,SC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,410160,0,1000,1,,,25.01,52010,0.5,10.92,14.19,18.95,29.06,42.29,22710,29520,39420,60440,87950,,
213558,25020,"Guayama, PR",4,PR,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,12210,0.1,1000,1,,,13.47,28020,0.8,8.53,9.03,9.7,14.1,21.81,17740,18790,20180,29330,45370,,
213559,25060,"Gulfport-Biloxi-Pascagoula, MS",4,MS,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,148750,0,1000,1,,,23.36,48600,0.5,9.75,12.58,18.2,29.52,40.53,20290,26170,37850,61390,84310,,
213560,25180,"Hagerstown-Martinsburg, MD-WV",4,MD,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,100340,0,1000,1,,,25.55,53150,0.5,12.63,14.83,19.8,29.35,43.7,26260,30840,41170,61040,90900,,
213561,25220,"Hammond, LA",4,LA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,45460,0,1000,1,,,21.34,44380,0.5,9.37,11.88,16.94,24.83,36.58,19500,24700,35230,51640,76090,,
213562,25260,"Hanford-Corcoran, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,44120,0.1,1000,1,,,28.17,58590,0.5,14.83,16.26,21.47,34.68,49.09,30850,33820,44660,72130,102110,,
213563,25420,"Harrisburg-Carlisle, PA",4,PA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,319650,0,1000,1,,,27.4,56980,0.5,12.56,16.32,22.17,32.27,47.04,26120,33940,46110,67120,97830,,
213564,25500,"Harrisonburg, VA",4,VA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,63440,0,1000,1,,,24.04,50000,0.4,11.74,14.57,19.54,27.89,39.42,24420,30300,40640,58000,81990,,
213565,25620,"Hattiesburg, MS",4,MS,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,62110,0,1000,1,,,20.57,42790,0.9,8.88,11.29,15.58,23.02,35.34,18470,23480,32400,47870,73510,,
213566,25860,"Hickory-Lenoir-Morganton, NC",4,NC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,153120,0,1000,1,,,22.9,47620,0.5,11.05,14.14,18.37,25.01,37.03,22980,29410,38220,52020,77010,,
213567,25940,"Hilton Head Island-Bluffton-Beaufort, SC",4,SC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,77950,0,1000,1,,,22.21,46190,0.6,10.46,13.36,17.51,24.97,37.75,21760,27790,36420,51940,78510,,
213568,25980,"Hinesville, GA",4,GA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,19720,0.1,1000,1,,,23.53,48950,0.5,10.54,13.7,19.61,28.48,39.54,21930,28500,40790,59230,82250,,
213569,26140,"Homosassa Springs, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,33630,0,1000,1,,,21.8,45350,1.1,10.79,13.18,16.91,23.4,36.05,22440,27400,35170,48670,74980,,
213570,26300,"Hot Springs, AR",4,AR,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,37830,0,1000,1,,,20.76,43180,0.6,11.29,12.7,15.74,23.07,34.77,23480,26410,32730,47990,72330,,
213571,26380,"Houma-Thibodaux, LA",4,LA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,77850,0,1000,1,,,25.03,52070,0.5,10.09,13.55,19.45,29.07,44.22,21000,28180,40460,60460,91970,,
213572,26420,"Houston-The Woodlands-Sugar Land, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,3054460,0,1000,1,,,29.11,60560,0.7,11.14,14.67,21.93,34.59,52.06,23160,30520,45610,71950,108280,,
213573,26580,"Huntington-Ashland, WV-KY-OH",4,WV,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,127640,0,1000,1,,,23.32,48510,0.4,10.46,13.15,18.02,27.58,39.69,21760,27340,37480,57370,82550,,
213574,26620,"Huntsville, AL",4,AL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,239090,0,1000,1,,,30.67,63790,0.4,11.07,14.74,22.83,38.94,62.13,23020,30660,47490,81000,129230,,
213575,26820,"Idaho Falls, ID",4,ID,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,75850,0.1,1000,1,,,25.85,53770,0.6,11.16,14.06,18.73,30.32,48.58,23220,29240,38950,63060,101050,,
213576,26900,"Indianapolis-Carmel-Anderson, IN",4,IN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1051250,0,1000,1,,,27.76,57740,1.1,12.61,15.48,21.54,31.23,47.51,26220,32200,44790,64960,98820,,
213577,26980,"Iowa City, IA",4,IA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,90540,0,1000,1,,,27.39,56970,0.4,11.93,15.31,22.52,31.73,47.4,24820,31850,46850,66000,98590,,
213578,27060,"Ithaca, NY",4,NY,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,47280,0,1000,1,,,32.8,68230,0.6,14.87,18.07,25.15,39.34,58.86,30930,37580,52310,81830,122420,,
213579,27100,"Jackson, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,55930,0.1,1000,1,,,26.4,54920,0.4,12.72,15.16,20.81,31.04,46.94,26460,31540,43280,64560,97630,,
213580,27140,"Jackson, MS",4,MS,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,247520,0,1000,1,,,23.34,48540,0.6,10.01,12.89,18.1,27.84,39.94,20820,26800,37640,57910,83080,,
213581,27180,"Jackson, TN",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,68240,0,1000,1,,,22.84,47510,0.6,10.88,14.1,18.75,26.48,36.46,22630,29330,39000,55080,75830,,
213582,27260,"Jacksonville, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,721380,0,1000,1,,,26.87,55880,0.5,12.33,14.79,20,30.79,47.3,25640,30750,41600,64050,98380,,
213583,27340,"Jacksonville, NC",4,NC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,49850,0,1000,1,,,21.37,44440,0.6,9.96,12.26,16.82,24.86,37.46,20710,25500,34980,51710,77920,,
213584,27500,"Janesville-Beloit, WI",4,WI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,65860,0,1000,1,,,25.61,53270,0.6,12.3,15.27,20.78,29.53,41.1,25590,31750,43220,61420,85490,,
213585,27620,"Jefferson City, MO",4,MO,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,73130,0,1000,1,,,24.02,49960,0.5,12.03,14.32,19.07,28.03,39.58,25020,29780,39660,58310,82320,,
213586,27740,"Johnson City, TN",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,80530,0,1000,1,,,23.33,48530,0.7,10.54,13.56,17.97,26.16,38.63,21930,28210,37370,54410,80350,,
213587,27780,"Johnstown, PA",4,PA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,47940,0,1000,1,,,21.93,45610,1,10.19,13.02,17.82,26.58,37.08,21200,27090,37060,55280,77120,,
213588,27860,"Jonesboro, AR",4,AR,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,58310,0,1000,1,,,22.32,46430,0.4,11.63,13.5,17.85,24.47,37.06,24190,28080,37130,50900,77080,,
213589,27900,"Joplin, MO",4,MO,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,79160,0,1000,1,,,23.1,48050,0.5,11.68,13.86,18.5,27.3,37.29,24290,28840,38470,56780,77560,,
213590,27980,"Kahului-Wailuku-Lahaina, HI",4,HI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,73140,0,1000,1,,,27.7,57610,0.8,13.71,16.93,22.93,31.42,47.82,28520,35200,47690,65360,99470,,
213591,28020,"Kalamazoo-Portage, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,138580,0,1000,1,,,26.44,54990,0.5,12.63,14.99,21.16,30.53,45.64,26260,31180,44000,63500,94920,,
213592,28100,"Kankakee, IL",4,IL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,42190,0.1,1000,1,,,25.79,53650,0.6,12.83,14.88,19.67,29.83,44.31,26690,30940,40910,62050,92160,,
213593,28140,"Kansas City, MO-KS",4,MO,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1052830,0,1000,1,,,28.01,58250,0.4,12.91,15.8,22.31,32.44,48.95,26850,32860,46410,67480,101820,,
213594,28420,"Kennewick-Richland, WA",4,WA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,121800,0,1000,1,,,30.69,63830,0.5,15.27,17.48,23.12,37.66,52.91,31770,36370,48100,78340,110050,,
213595,28660,"Killeen-Temple, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,144010,0,1000,1,,,26.1,54280,0.5,10.44,13.51,18.9,28.75,45.03,21720,28090,39310,59810,93670,,
213596,28700,"Kingsport-Bristol-Bristol, TN-VA",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,113450,0,1000,1,,,24.07,50060,0.6,11,13.64,18.26,28.31,39.94,22880,28360,37980,58870,83080,,
213597,28740,"Kingston, NY",4,NY,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,56210,0.1,1000,1,,,27.31,56790,0.4,14.22,16.23,21.81,31.31,47.52,29580,33750,45360,65130,98850,,
213598,28940,"Knoxville, TN",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,398480,0,1000,1,,,25.36,52760,0.6,11.05,14.24,19.36,29.56,45.18,22980,29620,40270,61490,93970,,
213599,29020,"Kokomo, IN",4,IN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,34840,0.1,1000,1,,,24.45,50860,0.5,11.24,14.26,20.63,31.95,38.24,23370,29650,42900,66450,79540,,
213600,29100,"La Crosse-Onalaska, WI-MN",4,WI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,71910,0.1,1000,1,,,27.43,57060,0.4,12.37,15.75,21.83,30.81,46.65,25720,32750,45410,64090,97030,,
213601,29180,"Lafayette, LA",4,LA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,191720,0.1,1000,1,,,23.12,48090,0.7,9.63,12.41,18.04,27.3,39.34,20020,25810,37510,56780,81830,,
213602,29200,"Lafayette-West Lafayette, IN",4,IN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,96060,0,1000,1,,,26.2,54490,0.4,11.59,14.67,20.66,31.08,44.31,24100,30520,42980,64650,92160,,
213603,29340,"Lake Charles, LA",4,LA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,94220,0,1000,1,,,24.58,51130,0.5,9.99,13.35,19.34,30.23,43.28,20780,27770,40230,62870,90020,,
213604,29420,"Lake Havasu City-Kingman, AZ",4,AZ,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,54380,0,1000,1,,,23.39,48640,0.6,13.53,14.51,17.87,25.11,37.75,28130,30170,37170,52220,78530,,
213605,29460,"Lakeland-Winter Haven, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,251360,0,1000,1,,,24.19,50320,0.5,11.98,14.44,18.63,27.72,38.98,24910,30030,38740,57650,81070,,
213606,29540,"Lancaster, PA",4,PA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,242400,0,1000,1,,,25.35,52730,0.5,11.77,15.07,20.83,29.27,40.92,24480,31340,43320,60870,85110,,
213607,29620,"Lansing-East Lansing, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,202550,0,1000,1,,,28.21,58680,0.3,13.04,15.92,23.02,34.05,48.08,27130,33110,47880,70830,100010,,
213608,29700,"Laredo, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,101990,0,1000,1,,,20.65,42950,1.3,9.53,10.94,15.93,25.14,36.92,19830,22760,33130,52290,76780,,
213609,29740,"Las Cruces, NM",4,NM,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,72600,0.1,1000,1,,,23.5,48870,0.8,11.5,12.82,17.2,28.28,44.23,23920,26660,35770,58820,91990,,
213610,29820,"Las Vegas-Henderson-Paradise, NV",4,NV,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1024390,0,1000,1,,,26.16,54410,1.2,10.89,14,18.78,29.68,47.08,22650,29120,39060,61740,97920,,
213611,29940,"Lawrence, KS",4,KS,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,48640,0.1,1000,1,,,23.76,49410,0.4,10.7,13.59,18.38,28.53,40.53,22250,28260,38230,59340,84290,,
213612,30020,"Lawton, OK",4,OK,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,41140,0,1000,1,,,22.78,47380,0.5,10.07,12.93,17.71,28.94,38.19,20950,26900,36840,60200,79440,,
213613,30140,"Lebanon, PA",4,PA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,50180,0,1000,1,,,24.15,50220,0.6,11.44,14.71,19.25,28.55,39.43,23790,30600,40040,59380,82020,,
213614,30300,"Lewiston, ID-WA",4,ID,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,27800,0.1,1000,1,,,25.24,52490,0.7,13.09,15.36,20.11,29.39,40.2,27230,31940,41820,61120,83620,,
213615,30460,"Lexington-Fayette, KY",4,KY,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,267800,0,1000,1,,,25.56,53160,0.7,11.51,14.7,20.5,30.33,41.96,23940,30580,42640,63090,87270,,
213616,30620,"Lima, OH",4,OH,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,49110,0,1000,1,,,24.88,51760,0.8,11.18,14.21,19.93,29.95,41.15,23260,29560,41450,62290,85580,,
213617,30700,"Lincoln, NE",4,NE,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,173630,0,1000,1,,,26.74,55610,0.5,12,15,21.6,30.99,45.37,24960,31200,44930,64460,94370,,
213618,30780,"Little Rock-North Little Rock-Conway, AR",4,AR,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,336190,0,1000,1,,,24.72,51410,0.4,12.14,14.01,18.75,28.95,40.74,25250,29150,38990,60220,84730,,
213619,30860,"Logan, UT-ID",4,UT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,66380,0,1000,1,,,23.68,49240,0.6,11,13.94,18.45,27.24,40.15,22880,28980,38380,56670,83500,,
213620,30980,"Longview, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,93970,0,1000,1,,,23.17,48200,0.9,10.33,13.33,17.95,27.66,39.37,21490,27730,37330,57520,81880,,
213621,31020,"Longview, WA",4,WA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,40440,0,1000,1,,,28.57,59420,0.5,15.49,17.47,23.39,34.46,47.83,32210,36340,48650,71670,99480,,
213622,31080,"Los Angeles-Long Beach-Anaheim, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,6100410,0,1000,1,,,33.43,69540,0.3,15.15,17.02,23.3,38.95,63.1,31510,35390,48470,81010,131240,,
213623,31140,"Louisville/Jefferson County, KY-IN",4,KY,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,643330,0,1000,1,,,26.91,55970,0.5,12.35,15.51,21.33,30.39,45.43,25680,32260,44360,63200,94480,,
213624,31180,"Lubbock, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,148600,0,1000,1,,,22.78,47380,0.9,10.26,13.05,17.58,27.21,39.64,21350,27150,36560,56590,82440,,
213625,31340,"Lynchburg, VA",4,VA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,96060,0,1000,1,,,24.44,50830,0.8,11,13.7,18.7,28.49,41.23,22880,28500,38900,59260,85760,,
213626,31420,"Macon, GA",4,GA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,95710,0,1000,1,,,24.2,50330,0.4,10.46,13.71,18.29,28.34,41.83,21760,28520,38040,58950,87000,,
213627,31460,"Madera, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,50760,0.1,1000,1,,,26.83,55800,0.6,14.48,15.19,18.84,30.97,48.85,30120,31590,39190,64410,101600,,
213628,31540,"Madison, WI",4,WI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,386980,0,1000,1,,,29.9,62200,0.5,13.45,17.23,23.34,36.53,50.34,27980,35840,48560,75980,104710,,
213629,31740,"Manhattan, KS",4,KS,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,39000,0,1000,1,,,23.61,49110,0.4,10.44,13.33,18.58,28.74,40.88,21720,27730,38650,59780,85030,,
213630,31860,"Mankato-North Mankato, MN",4,MN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,53260,0,1000,1,,,26.45,55020,0.6,13.42,16.03,21.82,30.3,43.45,27910,33350,45390,63030,90370,,
213631,31900,"Mansfield, OH",4,OH,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,48300,0.1,1000,1,,,22.98,47800,0.8,10.92,13.78,18.43,26.96,37.32,22710,28660,38330,56080,77620,,
213632,32420,"Mayaguez, PR",4,PR,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,29920,0.1,1000,1,,,14.19,29520,2.2,8.5,8.75,10.53,14.64,22.81,17680,18200,21900,30450,47440,,
213633,32580,"McAllen-Edinburg-Mission, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,275190,0,1000,1,,,20,41610,0.6,9.5,10.78,14.67,23.39,35.78,19760,22420,30520,48650,74420,,
213634,32780,"Medford, OR",4,OR,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,86580,0,1000,1,,,26.55,55230,0.5,13.8,16.07,20.86,29.72,46.68,28710,33420,43380,61830,97100,,
213635,32820,"Memphis, TN-MS-AR",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,621320,0,1000,1,,,25.32,52660,0.5,11.43,14.66,19.01,29.54,41.32,23770,30490,39550,61450,85940,,
213636,32900,"Merced, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,75630,0,1000,1,,,25.71,53480,1.2,14.33,15.47,19.15,29.18,46.5,29810,32180,39830,60700,96710,,
213637,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,2623770,0,1000,1,,,28.36,58980,0.5,12.37,14.84,21.02,31.79,50.23,25730,30870,43710,66110,104470,,
213638,33140,"Michigan City-La Porte, IN",4,IN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,39600,0.1,1000,1,,,22.71,47250,0.6,11.09,14,18.21,26.06,37.39,23060,29120,37870,54190,77760,,
213639,33220,"Midland, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,35680,0,1000,1,,,30.14,62690,0.8,12.55,14.72,21.71,36.71,54.46,26100,30620,45160,76360,113280,,
213640,33260,"Midland, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,104880,0,1000,1,,,30.06,62520,1.1,12.49,16.63,23.03,35.05,54.94,25980,34590,47900,72890,114280,,
213641,33340,"Milwaukee-Waukesha-West Allis, WI",4,WI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,801220,0,1000,1,,,28.52,59320,0.6,12.7,16.29,22.5,33.29,49.21,26410,33880,46800,69240,102350,,
213642,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",4,MN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1884270,0,1000,1,,,32.24,67060,0.4,14.29,17.78,24.5,38.63,57.5,29730,36980,50960,80340,119600,,
213643,33540,"Missoula, MT",4,MT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,61840,0,1000,1,,,24.92,51830,0.5,11.8,14.78,19.6,29.32,40.72,24550,30750,40760,60980,84700,,
213644,33660,"Mobile, AL",4,AL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,170790,0,1000,1,,,24.23,50400,0.5,10.45,13.72,18.76,29.17,40.54,21740,28530,39010,60680,84330,,
213645,33700,"Modesto, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,189840,0,1000,1,,,28.58,59440,0.4,14.78,16.46,21.66,32.1,50.65,30740,34240,45050,66760,105350,,
213646,33740,"Monroe, LA",4,LA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,74390,0.1,1000,1,,,20.76,43190,0.6,8.93,11.03,16.39,24.17,36.87,18580,22940,34080,50270,76700,,
213647,33780,"Monroe, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,38030,0,1000,1,,,26.38,54880,0.7,12.76,14.93,20.94,30.67,47.76,26540,31050,43560,63800,99350,,
213648,33860,"Montgomery, AL",4,AL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,157550,0,1000,1,,,23.69,49270,0.3,10.47,13.33,18.33,28.43,40.88,21770,27720,38130,59140,85020,,
213649,34060,"Morgantown, WV",4,WV,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,64590,0,1000,1,,,25.89,53850,0.6,10.79,13.91,19.27,29.91,46.34,22440,28920,40090,62210,96400,,
213650,34100,"Morristown, TN",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,46240,0,1000,1,,,21.16,44010,0.6,10.67,13.59,17.66,23.6,33.08,22190,28270,36740,49090,68800,,
213651,34580,"Mount Vernon-Anacortes, WA",4,WA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,49290,0.1,1000,1,,,29.56,61480,0.6,15.71,17.78,23.66,35.78,49.53,32670,36980,49200,74420,103030,,
213652,34620,"Muncie, IN",4,IN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,44200,0,1000,1,,,23.78,49470,0.6,10.81,13.91,18.13,28.17,38.31,22480,28930,37710,58580,79690,,
213653,34740,"Muskegon, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,61060,0,1000,1,,,23.88,49670,0.5,11.84,14.06,18.38,27.9,38.52,24630,29240,38230,58030,80120,,
213654,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",4,SC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,172130,0,1000,1,,,20.74,43140,0.5,9.9,12.1,16.18,23.26,36.26,20580,25160,33650,48380,75410,,
213655,34900,"Napa, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,74080,0,1000,1,,,31.56,65640,0.9,16.42,17.82,23.2,36.76,56.7,34160,37060,48260,76460,117940,,
213656,34940,"Naples-Immokalee-Marco Island, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,157390,0,1000,1,,,26.58,55280,0.6,12.93,14.88,19.19,29.72,46.37,26890,30940,39920,61820,96450,,
213657,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",4,TN,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1036630,0,1000,1,,,27.67,57560,0.7,12.07,15.23,21.3,30.78,48.88,25110,31680,44300,64010,101670,,
213658,35100,"New Bern, NC",4,NC,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,44630,0,1000,1,,,23.7,49290,0.5,10.47,13.41,18.68,28.58,40.6,21790,27900,38860,59450,84450,,
213659,35380,"New Orleans-Metairie, LA",4,LA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,518440,0,1000,1,,,26.38,54880,0.9,10.33,13.63,19.52,30.5,47.4,21490,28360,40600,63440,98580,,
213660,35620,"New York-Newark-Jersey City, NY-NJ-PA",4,NY,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,9185300,0,1000,1,,,37.77,78560,0.5,15.08,17.9,27.59,46.82,70.94,31360,37230,57390,97380,147560,,
213661,35660,"Niles-Benton Harbor, MI",4,MI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,58250,0.1,1000,1,,,24.8,51580,1.1,12.2,14.52,18.87,28.74,41.65,25370,30210,39260,59780,86620,,
213662,35840,"North Port-Sarasota-Bradenton, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,310190,0,1000,1,,,25.71,53480,0.5,12.26,14.59,18.98,29.09,41.94,25500,30350,39470,60500,87240,,
213663,36100,"Ocala, FL",4,FL,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,111280,0,1000,1,,,22.8,47430,0.8,11.12,13.7,17.49,25.66,37.2,23120,28490,36380,53370,77380,,
213664,36140,"Ocean City, NJ",4,NJ,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,39890,0.1,1000,1,,,24.72,51420,0.8,13.11,14.36,18.52,28.72,43.6,27270,29880,38520,59730,90680,,
213665,36220,"Odessa, TX",4,TX,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,72960,0,1000,1,,,26.3,54700,0.8,11.26,15,21.17,30.15,45.37,23410,31190,44040,62710,94370,,
213666,36260,"Ogden-Clearfield, UT",4,UT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,278150,0,1000,1,,,25.77,53600,0.6,12.12,15.07,20.41,30.24,45.41,25200,31340,42450,62900,94440,,
213667,36420,"Oklahoma City, OK",4,OK,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,627070,0,1000,1,,,25.9,53870,0.6,10.77,14.07,19.89,30.3,45.86,22410,29270,41370,63010,95390,,
213668,36500,"Olympia-Tumwater, WA",4,WA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,120860,0,1000,1,,,31.71,65960,0.5,16,18.32,26.01,39.19,52.67,33280,38110,54100,81520,109560,,
213669,36540,"Omaha-Council Bluffs, NE-IA",4,NE,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,471570,0,1000,1,,,27.89,58000,0.6,12.84,15.44,22.14,32.17,48.64,26720,32110,46040,66920,101180,,
