,GeoFips,GeoName,LineCode,Description,2022,percentage_of_msa_gdp,ratio_to_USA,big_economy
7319,30980,"Longview, TX (Metropolitan Statistical Area)",10.0,    Utilities,1604669,0.08922094327935974,6.239647665897155,False
7320,30980,"Longview, TX (Metropolitan Statistical Area)",11.0,    Construction,886097,0.04926773694575693,1.1459190364092675,False
7321,30980,"Longview, TX (Metropolitan Statistical Area)",12.0,    Manufacturing,3225100,0.17931826698855846,1.8271149197716219,False
7324,30980,"Longview, TX (Metropolitan Statistical Area)",34.0,    Wholesale trade,918277,0.05105697195604865,0.8165859191355395,False
7325,30980,"Longview, TX (Metropolitan Statistical Area)",35.0,    Retail trade,1319974,0.07339166232053439,1.1677773476573958,False
7326,30980,"Longview, TX (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,510167,0.02836571340880962,0.792925202960305,False
7327,30980,"Longview, TX (Metropolitan Statistical Area)",45.0,    Information,441615,0.024554164669669854,0.41755770956820903,False
7329,30980,"Longview, TX (Metropolitan Statistical Area)",51.0,      Finance and insurance,506683,0.028172000084513277,0.35161244907554695,False
7330,30980,"Longview, TX (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,2151558,0.11962843071079,0.8828875381564908,False
7332,30980,"Longview, TX (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",0,0.0,0.0,False
7333,30980,"Longview, TX (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,91162,0.00506868371684939,0.2509070525994977,False
7334,30980,"Longview, TX (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,0,0.0,0.0,False
7336,30980,"Longview, TX (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
7337,30980,"Longview, TX (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
7339,30980,"Longview, TX (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",36839,0.0020482793208246274,0.18703837792286182,False
7340,30980,"Longview, TX (Metropolitan Statistical Area)",79.0,      Accommodation and food services,416666,0.023166979328719948,0.7318007898467059,False
7341,30980,"Longview, TX (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),436905,0.02429228471633008,1.1430228926953825,False
7342,30980,"Longview, TX (Metropolitan Statistical Area)",83.0,Government and government enterprises,1299731,0.07226613452956686,0.6748647456457738,False
7352,31020,"Longview, WA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",119032,0.017963390491862356,3.347156810465485,False
7353,31020,"Longview, WA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",57559,0.008686359914318044,1.0413749295858845,False
7354,31020,"Longview, WA (Metropolitan Statistical Area)",10.0,    Utilities,172380,0.026014258795846772,1.8193016483507713,False
7355,31020,"Longview, WA (Metropolitan Statistical Area)",11.0,    Construction,521510,0.07870226305036576,1.8305371228477123,False
7356,31020,"Longview, WA (Metropolitan Statistical Area)",12.0,    Manufacturing,1414528,0.21346964535312418,2.175091140981953,False
7359,31020,"Longview, WA (Metropolitan Statistical Area)",34.0,    Wholesale trade,440705,0.06650779627928792,1.0637005657357161,False
7360,31020,"Longview, WA (Metropolitan Statistical Area)",35.0,    Retail trade,427975,0.06458668295714423,1.027676209162254,False
7361,31020,"Longview, WA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,574042,0.08662998693401482,2.4216242680774136,False
7362,31020,"Longview, WA (Metropolitan Statistical Area)",45.0,    Information,112437,0.016968124006431277,0.2885527197162864,False
7364,31020,"Longview, WA (Metropolitan Statistical Area)",51.0,      Finance and insurance,181453,0.027383485910678643,0.3417710675988662,False
7365,31020,"Longview, WA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,736378,0.11112848279132181,0.820155810853135,False
7367,31020,"Longview, WA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",169644,0.02560136279825171,0.302452036758596,False
7368,31020,"Longview, WA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,12048,0.001818191147304571,0.09000304759916122,False
7369,31020,"Longview, WA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,112048,0.016909419129580227,0.5048181128385579,False
7371,31020,"Longview, WA (Metropolitan Statistical Area)",69.0,      Educational services,17430,0.0026304010373106464,0.21779163123822334,False
7372,31020,"Longview, WA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,522189,0.07880473248836542,1.0660504107527227,False
7374,31020,"Longview, WA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",19175,0.0028937429656013566,0.2642417881726543,False
7375,31020,"Longview, WA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,182763,0.027581180997246456,0.8712370202561553,False
7376,31020,"Longview, WA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),128748,0.01942965420262026,0.9142219354864011,False
7377,31020,"Longview, WA (Metropolitan Statistical Area)",83.0,Government and government enterprises,704322,0.10629083874932353,0.992607952867465,False
7387,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",437201,0.00035618083009763234,0.0663679326994878,True
7388,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",1243158,0.001012781417202871,0.12141854441088215,True
7389,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",10.0,    Utilities,9261575,0.007545260581543682,0.5276761917748769,True
7390,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",11.0,    Construction,39366468,0.032071246978510756,0.7459456169972056,True
7391,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",12.0,    Manufacturing,116555507,0.09495595214949279,0.9675279591260408,True
7394,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",34.0,    Wholesale trade,87609115,0.07137377843330397,1.1415252458431622,True
7395,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",35.0,    Retail trade,77158660,0.06285995587389091,1.0002012520669497,True
7396,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,43066202,0.03508536251635361,0.9807639171019548,True
7397,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",45.0,    Information,131315061,0.10698033040020774,1.819262122402375,True
7399,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",51.0,      Finance and insurance,70371206,0.05733032305061399,0.7155351140723573,True
7400,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,181374860,0.14776326722409566,1.0905296212138198,True
7402,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",107967824,0.0879597008610572,1.0391474425697491,True
7403,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,20183753,0.01644338850557427,0.8139711165972306,True
7404,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,43803701,0.03568619143947175,1.0653846639448017,True
7406,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",69.0,      Educational services,16074983,0.013096037723484914,1.084324168861802,True
7407,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,82424812,0.06715020770492584,0.9083909588365848,True
7409,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",28968718,0.023600362359885323,2.1550642284508292,True
7410,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,39936636,0.03253575394792552,1.0277425511332532,True
7411,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),24264377,0.01976780918081591,0.9301331141124571,True
7412,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",83.0,Government and government enterprises,106085387,0.08642610882154564,0.8070991250146772,True
7422,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",363166,0.0066947302655042725,1.2474433494369161,False
7423,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
7424,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
7425,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",11.0,    Construction,3569328,0.06579825255974357,1.5304025482982646,False
7426,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",12.0,    Manufacturing,0,0.0,0.0,False
7429,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",34.0,    Wholesale trade,6367021,0.11737191309153742,1.8772020325658034,False
7430,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",35.0,    Retail trade,5336969,0.09838357084737578,1.5654381136025401,False
7431,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,7245043,0.1335576806391013,3.733424557366393,False
7432,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",45.0,    Information,0,0.0,0.0,False
7434,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",51.0,      Finance and insurance,8258815,0.1522459116153513,1.9001688798886638,False
7435,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,0,0.0,0.0,False
7437,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",4941915,0.0911010059313084,1.076258518416167,False
7438,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
7439,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,0,0.0,0.0,False
7441,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",69.0,      Educational services,553846,0.01020979270809624,0.8453491984529633,False
7442,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",70.0,      Health care and social assistance,8767099,0.1616157983290623,2.1862974817947984,False
7444,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",0,0.0,0.0,False
7445,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",79.0,      Accommodation and food services,0,0.0,0.0,False
7446,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),1805966,0.03329181486888004,1.5664770514123654,False
7447,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",83.0,Government and government enterprises,7037379,0.12972952914403935,1.2114925789024744,False
7457,31180,"Lubbock, TX (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",64249,0.005681653879577661,1.058674668701943,False
7458,31180,"Lubbock, TX (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",249159,0.02203357560400458,2.6415222796978624,False
7459,31180,"Lubbock, TX (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
7460,31180,"Lubbock, TX (Metropolitan Statistical Area)",11.0,    Construction,1005826,0.0889469905380641,2.068819393939319,False
7461,31180,"Lubbock, TX (Metropolitan Statistical Area)",12.0,    Manufacturing,515865,0.04561886377357359,0.4648210582419008,False
7464,31180,"Lubbock, TX (Metropolitan Statistical Area)",34.0,    Wholesale trade,0,0.0,0.0,False
7465,31180,"Lubbock, TX (Metropolitan Statistical Area)",35.0,    Retail trade,1898358,0.16787519020571975,2.6711596134683218,False
7466,31180,"Lubbock, TX (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,0,0.0,0.0,False
7467,31180,"Lubbock, TX (Metropolitan Statistical Area)",45.0,    Information,0,0.0,0.0,False
7469,31180,"Lubbock, TX (Metropolitan Statistical Area)",51.0,      Finance and insurance,986327,0.08722265912437852,1.0886189371575172,False
7470,31180,"Lubbock, TX (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,2408935,0.21302642668991598,1.5721879515182018,False
7472,31180,"Lubbock, TX (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",753696,0.06665068409503906,0.7874047688303115,False
7473,31180,"Lubbock, TX (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
7474,31180,"Lubbock, TX (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,0,0.0,0.0,False
7476,31180,"Lubbock, TX (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
7477,31180,"Lubbock, TX (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
7479,31180,"Lubbock, TX (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",92621,0.008190640538846713,0.7479273480720211,False
7480,31180,"Lubbock, TX (Metropolitan Statistical Area)",79.0,      Accommodation and food services,0,0.0,0.0,False
7481,31180,"Lubbock, TX (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),0,0.0,0.0,False
7482,31180,"Lubbock, TX (Metropolitan Statistical Area)",83.0,Government and government enterprises,3333115,0.2947533155508801,2.752584216969678,False
7492,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",3.0,"    Agriculture, forestry, fishing and hunting",25424,0.0021149843027468925,0.39408952982310425,False
7493,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",6.0,"    Mining, quarrying, and oil and gas extraction",14437,0.0012009923056465106,0.14398243799042645,False
7494,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",10.0,    Utilities,82123,0.006831688793835866,0.47777270077859696,False
7495,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",11.0,    Construction,577936,0.048077626179685654,1.1182382321584412,False
7496,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",12.0,    Manufacturing,2316666,0.19271995849226842,1.9636678259971063,False
7499,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",34.0,    Wholesale trade,655811,0.05455593024578124,0.8725469360461734,False
7500,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",35.0,    Retail trade,1114951,0.0927510959460333,1.475816535441389,False
7501,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",36.0,    Transportation and warehousing,0,0.0,0.0,False
7502,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",45.0,    Information,0,0.0,0.0,False
7504,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",51.0,      Finance and insurance,647390,0.053855399927442996,0.6721648802933554,False
7505,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",56.0,      Real estate and rental and leasing,1853167,0.15416217414130548,1.1377551439550317,False
7507,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",60.0,"      Professional, scientific, and technical services",961024,0.0799461404406478,0.9444760108205609,False
7508,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",64.0,      Management of companies and enterprises,181014,0.015058282275701149,0.7454063883386113,False
7509,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",65.0,      Administrative and support and waste management and remediation services,298249,0.024810885514079527,0.7407105062030639,False
7511,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",69.0,      Educational services,179435,0.014926927641731775,1.235917973858279,False
7512,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",70.0,      Health care and social assistance,1249149,0.1039148256290111,1.4057333747241632,False
7514,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",76.0,"      Arts, entertainment, and recreation",72126,0.006000053407013938,0.5478941496351284,False
7515,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",79.0,      Accommodation and food services,394728,0.03283682834544821,1.0372529184014014,False
7516,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",82.0,    Other services (except government and government enterprises),347736,0.028927634577564247,1.3611296318890542,False
7517,31340,"Lynchburg, VA (Metropolitan Statistical Area) *",83.0,Government and government enterprises,1049527,0.08730857183405592,0.815340096810891,False
7527,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",108690,0.013783098489743201,2.5682340981319687,False
7528,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",174206,0.022091254535874544,2.6484371893040906,False
7529,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
7530,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",11.0,    Construction,444011,0.05630552344768947,1.3096110187633148,False
7531,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",12.0,    Manufacturing,1052739,0.1334989909006695,1.3602518145272537,False
7534,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",34.0,    Wholesale trade,560648,0.0710963897513805,1.1370887960673848,False
7535,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",35.0,    Retail trade,0,0.0,0.0,False
7536,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,477279,0.0605242751318994,1.6918743573035573,False
7537,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",45.0,    Information,490477,0.06219792803343248,1.0577115824921104,False
7539,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",51.0,      Finance and insurance,1494634,0.18953618206016046,2.3655857220885403,False
7540,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,1342724,0.17027230781619238,1.2566519327458083,False
7542,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",0,0.0,0.0,False
7543,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,190428,0.024148384204662973,1.1953793616458726,False
7544,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,0,0.0,0.0,False
7546,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
7547,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
7549,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",0,0.0,0.0,False
7550,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,0,0.0,0.0,False
7551,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),274977,0.03487013592247784,1.6407416632984855,False
7552,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",83.0,Government and government enterprises,1274932,0.16167552970581728,1.5098235977658578,False
7562,31460,"Madera, CA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",1632324,0.210960451086599,39.30871017435495,False
7563,31460,"Madera, CA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",79267,0.010244413533270014,1.2281641017744191,False
7564,31460,"Madera, CA (Metropolitan Statistical Area)",10.0,    Utilities,241605,0.03122486699011823,2.18370442265782,False
7565,31460,"Madera, CA (Metropolitan Statistical Area)",11.0,    Construction,356656,0.04609398051045139,1.072100587631172,False
7566,31460,"Madera, CA (Metropolitan Statistical Area)",12.0,    Manufacturing,544108,0.07032015036219967,0.716508128508496,False
7569,31460,"Madera, CA (Metropolitan Statistical Area)",34.0,    Wholesale trade,247240,0.03195313058354269,0.5110462980311739,False
7570,31460,"Madera, CA (Metropolitan Statistical Area)",35.0,    Retail trade,465799,0.060199548101778036,0.9578699594708444,False
7571,31460,"Madera, CA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,208789,0.026983749318101016,0.7542942635118141,False
7572,31460,"Madera, CA (Metropolitan Statistical Area)",45.0,    Information,100413,0.01297730828864776,0.22068660034937984,False
7574,31460,"Madera, CA (Metropolitan Statistical Area)",51.0,      Finance and insurance,86790,0.011216680971305898,0.13999448583659516,False
7575,31460,"Madera, CA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,900214,0.11634304924418905,0.8586406067396211,False
7577,31460,"Madera, CA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",105379,0.013619110773997514,0.16089486426549832,False
7578,31460,"Madera, CA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,36451,0.004710902616488896,0.2331963793000684,False
7579,31460,"Madera, CA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,195192,0.025226482223195536,0.7531178363892823,False
7581,31460,"Madera, CA (Metropolitan Statistical Area)",69.0,      Educational services,5698,0.0007364056708664709,0.060972828871396885,False
7582,31460,"Madera, CA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,874699,0.11304550788017395,1.5292509257258347,False
7584,31460,"Madera, CA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",36800,0.004756007140731156,0.43429421561204484,False
7585,31460,"Madera, CA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,196986,0.02545833757130618,0.804180436237102,False
7586,31460,"Madera, CA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),166229,0.021483323668385852,1.0108530774646431,False
7587,31460,"Madera, CA (Metropolitan Statistical Area)",83.0,Government and government enterprises,1256944,0.16244659346465168,1.5170242561498972,False
7597,31540,"Madison, WI (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",988549,0.01889218940620578,3.520221890418286,False
7598,31540,"Madison, WI (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
7599,31540,"Madison, WI (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
7600,31540,"Madison, WI (Metropolitan Statistical Area)",11.0,    Construction,2572937,0.049171475702504255,1.1436800947011652,False
7601,31540,"Madison, WI (Metropolitan Statistical Area)",12.0,    Manufacturing,5766947,0.11021229602129,1.1229783433922775,False
7604,31540,"Madison, WI (Metropolitan Statistical Area)",34.0,    Wholesale trade,0,0.0,0.0,False
7605,31540,"Madison, WI (Metropolitan Statistical Area)",35.0,    Retail trade,4207411,0.08040795703779344,1.279417686304023,False
7606,31540,"Madison, WI (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,1054118,0.020145280519722163,0.5631341054102301,False
7607,31540,"Madison, WI (Metropolitan Statistical Area)",45.0,    Information,6245366,0.11935537579126353,2.0297068953689217,False
7609,31540,"Madison, WI (Metropolitan Statistical Area)",51.0,      Finance and insurance,5172735,0.09885629277669579,1.2338173756023483,False
7610,31540,"Madison, WI (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,6344667,0.1212531201622817,0.8948781499330852,False
7612,31540,"Madison, WI (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",4879415,0.09325064551325385,1.1016541536008961,False
7613,31540,"Madison, WI (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,1105778,0.021132556319631516,1.0460915922659817,False
7614,31540,"Madison, WI (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,1384709,0.02646321497515834,0.7900395714972225,False
7616,31540,"Madison, WI (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
7617,31540,"Madison, WI (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
7619,31540,"Madison, WI (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",376287,0.007191232073567374,0.656666485196655,False
7620,31540,"Madison, WI (Metropolitan Statistical Area)",79.0,      Accommodation and food services,1627504,0.031103277457523636,0.9824933448280797,False
7621,31540,"Madison, WI (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),1367346,0.026131390164592597,1.2295581714471475,False
7622,31540,"Madison, WI (Metropolitan Statistical Area)",83.0,Government and government enterprises,9232035,0.17643369607851606,1.6476442555351543,False
7632,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",18038,0.0006048395547230079,0.11270104247564781,False
7633,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
7634,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",10.0,    Utilities,89313,0.0029947907279618585,0.20944005172718846,False
7635,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",11.0,    Construction,1057873,0.035471972185025645,0.8250431358467671,False
7636,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",12.0,    Manufacturing,4033316,0.1352427682391165,1.37801956147988,False
7639,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",34.0,    Wholesale trade,2940382,0.09859515132473376,1.5768935990979238,False
7640,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",35.0,    Retail trade,2842720,0.09532040686340998,1.5166983330943338,False
7641,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,0,0.0,0.0,False
7642,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",45.0,    Information,1872589,0.06279054756287852,1.0677894188465493,False
7644,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",51.0,      Finance and insurance,2835785,0.09508786654230984,1.1867839532873534,False
7645,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,0,0.0,0.0,False
7647,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",3735069,0.12524212611263502,1.4795984272106864,False
7648,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,553546,0.01856117730118096,0.9188046738711899,False
7649,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,1434476,0.048100001391553474,1.4359897134218607,False
7651,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",69.0,      Educational services,637468,0.02137520020346859,1.769821276042646,False
7652,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",70.0,      Health care and social assistance,2950777,0.09894371032081678,1.3384853891164195,False
7654,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",222800,0.007470797915084054,0.6821950061304445,False
7655,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",79.0,      Accommodation and food services,962144,0.0322620439372111,1.019096572769494,False
7656,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),747966,0.02508035383013357,1.1801038444717307,False
7657,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",83.0,Government and government enterprises,2888523,0.09685624598775734,0.904502035956954,False
7667,31740,"Manhattan, KS (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",48411,0.006561757522518048,1.2226662550184517,False
7668,31740,"Manhattan, KS (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
7669,31740,"Manhattan, KS (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
7670,31740,"Manhattan, KS (Metropolitan Statistical Area)",11.0,    Construction,276107,0.037424287543531234,0.870452068204445,False
7671,31740,"Manhattan, KS (Metropolitan Statistical Area)",12.0,    Manufacturing,535176,0.07253919860922349,0.7391185196745503,False
7674,31740,"Manhattan, KS (Metropolitan Statistical Area)",34.0,    Wholesale trade,207654,0.02814598328026611,0.45015622247779596,False
