,GeoFips,GeoName,LineCode,Description,2022,percentage_of_msa_gdp,ratio_to_USA,big_economy
2,00998,United States (Metropolitan Portion) *,3.0,"    Agriculture, forestry, fishing and hunting",123869693,0.0053667609583442875,1.0,False
3,00998,United States (Metropolitan Portion) *,6.0,"    Mining, quarrying, and oil and gas extraction",192523395,0.008341241629249018,1.0,False
4,00998,United States (Metropolitan Portion) *,10.0,    Utilities,330034661,0.014299035467498835,1.0,False
5,00998,United States (Metropolitan Portion) *,11.0,    Construction,992342266,0.04299408193805487,1.0,False
6,00998,United States (Metropolitan Portion) *,12.0,    Manufacturing,2265225691,0.09814285081256528,1.0,False
9,00998,United States (Metropolitan Portion) *,34.0,    Wholesale trade,1443131735,0.06252492329294507,1.0,False
10,00998,United States (Metropolitan Portion) *,35.0,    Retail trade,1450572659,0.06284730772330938,1.0,False
11,00998,United States (Metropolitan Portion) *,36.0,    Transportation and warehousing,825684816,0.03577350461671433,1.0,False
12,00998,United States (Metropolitan Portion) *,45.0,    Information,1357255052,0.05880424216106797,1.0,False
14,00998,United States (Metropolitan Portion) *,51.0,      Finance and insurance,1849295221,0.08012230556279389,1.0,False
15,00998,United States (Metropolitan Portion) *,56.0,      Real estate and rental and leasing,3127388453,0.1354967938052219,1.0,False
17,00998,United States (Metropolitan Portion) *,60.0,"      Professional, scientific, and technical services",1953706764,0.08464602544133501,1.0,False
18,00998,United States (Metropolitan Portion) *,64.0,      Management of companies and enterprises,466267487,0.020201439793484453,1.0,False
19,00998,United States (Metropolitan Portion) *,65.0,      Administrative and support and waste management and remediation services,773119397,0.03349606264026406,1.0,False
21,00998,United States (Metropolitan Portion) *,69.0,      Educational services,278762011,0.012077603819558518,1.0,False
22,00998,United States (Metropolitan Portion) *,70.0,      Health care and social assistance,1706189900,0.07392214448163155,1.0,False
24,00998,United States (Metropolitan Portion) *,76.0,"      Arts, entertainment, and recreation",252761697,0.010951117859188111,1.0,False
25,00998,United States (Metropolitan Portion) *,79.0,      Accommodation and food services,730683578,0.03165749429373102,1.0,False
26,00998,United States (Metropolitan Portion) *,82.0,    Other services (except government and government enterprises),490530757,0.02125266682896089,1.0,False
27,00998,United States (Metropolitan Portion) *,83.0,Government and government enterprises,2471558493,0.10708239687408157,1.0,False
37,10180,"Abilene, TX (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",27847,0.003512799320222179,0.6545473792270267,False
38,10180,"Abilene, TX (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",288561,0.036400936712846346,4.363971016641512,False
39,10180,"Abilene, TX (Metropolitan Statistical Area)",10.0,    Utilities,333928,0.042123821287864106,2.9459204702030397,False
40,10180,"Abilene, TX (Metropolitan Statistical Area)",11.0,    Construction,429133,0.054133591075695923,1.259094010977852,False
41,10180,"Abilene, TX (Metropolitan Statistical Area)",12.0,    Manufacturing,363410,0.045842870002583476,0.4671035090486101,False
44,10180,"Abilene, TX (Metropolitan Statistical Area)",34.0,    Wholesale trade,642678,0.08107152804689013,1.2966273891620712,False
45,10180,"Abilene, TX (Metropolitan Statistical Area)",35.0,    Retail trade,902428,0.1138380602919331,1.8113434674579036,False
46,10180,"Abilene, TX (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,211299,0.026654612114900212,0.7450936775830029,False
47,10180,"Abilene, TX (Metropolitan Statistical Area)",45.0,    Information,294142,0.037104959875347156,0.6309912093368142,False
49,10180,"Abilene, TX (Metropolitan Statistical Area)",51.0,      Finance and insurance,466045,0.05878990768100497,0.7337520715118442,False
50,10180,"Abilene, TX (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,1265314,0.15961482957114254,1.1779970956404369,False
52,10180,"Abilene, TX (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",0,0.0,0.0,False
53,10180,"Abilene, TX (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
54,10180,"Abilene, TX (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,360135,0.04542974048149583,1.3562710629423906,False
56,10180,"Abilene, TX (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
57,10180,"Abilene, TX (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
59,10180,"Abilene, TX (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",33086,0.004173680407543757,0.38111912055096664,False
60,10180,"Abilene, TX (Metropolitan Statistical Area)",79.0,      Accommodation and food services,315044,0.03974167231802622,1.2553637994620463,False
61,10180,"Abilene, TX (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),307905,0.03884111303526448,1.827587725712423,False
62,10180,"Abilene, TX (Metropolitan Statistical Area)",83.0,Government and government enterprises,1686341,0.21272587777723956,1.986562534899031,False
72,10420,"Akron, OH (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",18204,0.0004913194694192361,0.09154860319525285,False
73,10420,"Akron, OH (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
74,10420,"Akron, OH (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
75,10420,"Akron, OH (Metropolitan Statistical Area)",11.0,    Construction,1735089,0.04682943346930086,1.0892064990891512,False
76,10420,"Akron, OH (Metropolitan Statistical Area)",12.0,    Manufacturing,5504500,0.14856449238728767,1.5137576619922974,False
79,10420,"Akron, OH (Metropolitan Statistical Area)",34.0,    Wholesale trade,3457403,0.09331407424348906,1.492430047555421,False
80,10420,"Akron, OH (Metropolitan Statistical Area)",35.0,    Retail trade,4134400,0.11158598189227036,1.775509340567732,False
81,10420,"Akron, OH (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,0,0.0,0.0,False
82,10420,"Akron, OH (Metropolitan Statistical Area)",45.0,    Information,1250475,0.03374987439694678,0.5739360487718567,False
84,10420,"Akron, OH (Metropolitan Statistical Area)",51.0,      Finance and insurance,3892508,0.10505740305812633,1.311212930284316,False
85,10420,"Akron, OH (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,0,0.0,0.0,False
87,10420,"Akron, OH (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",2445650,0.06600722151094016,0.7798029637751543,False
88,10420,"Akron, OH (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,2237307,0.06038411822500235,2.989099729637982,False
89,10420,"Akron, OH (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,1290867,0.034840040075302184,1.0401234452380859,False
91,10420,"Akron, OH (Metropolitan Statistical Area)",69.0,      Educational services,265692,0.007170932348326503,0.5937380009695191,False
92,10420,"Akron, OH (Metropolitan Statistical Area)",70.0,      Health care and social assistance,4104961,0.11079143377865615,1.4987583836422118,False
94,10420,"Akron, OH (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",356000,0.009608313069284115,0.8773819433623055,False
95,10420,"Akron, OH (Metropolitan Statistical Area)",79.0,      Accommodation and food services,1187067,0.03203851508487609,1.0120357217033604,False
96,10420,"Akron, OH (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),982536,0.026518296319781285,1.2477632352305523,False
97,10420,"Akron, OH (Metropolitan Statistical Area)",83.0,Government and government enterprises,4188590,0.11304855067099087,1.0557155421532534,False
107,10500,"Albany, GA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",135760,0.02162543084401941,4.029512589040508,False
108,10500,"Albany, GA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",4687,0.0007465998406446596,0.08950703909915121,False
109,10500,"Albany, GA (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
110,10500,"Albany, GA (Metropolitan Statistical Area)",11.0,    Construction,240758,0.03835073275739854,0.8920002714013898,False
111,10500,"Albany, GA (Metropolitan Statistical Area)",12.0,    Manufacturing,971754,0.15479227257218062,1.5772139416227604,False
114,10500,"Albany, GA (Metropolitan Statistical Area)",34.0,    Wholesale trade,559572,0.08913513250036557,1.4255936322023932,False
115,10500,"Albany, GA (Metropolitan Statistical Area)",35.0,    Retail trade,581030,0.09255321216338096,1.4726678916916276,False
116,10500,"Albany, GA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,0,0.0,0.0,False
117,10500,"Albany, GA (Metropolitan Statistical Area)",45.0,    Information,239792,0.03819685704882957,0.6495595495339662,False
119,10500,"Albany, GA (Metropolitan Statistical Area)",51.0,      Finance and insurance,0,0.0,0.0,False
120,10500,"Albany, GA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,699887,0.11148613669069103,0.8227953854830954,False
122,10500,"Albany, GA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",0,0.0,0.0,False
123,10500,"Albany, GA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
124,10500,"Albany, GA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,375828,0.059866252381011544,1.787262372415351,False
126,10500,"Albany, GA (Metropolitan Statistical Area)",69.0,      Educational services,31438,0.005007810068313806,0.4146360605242026,False
127,10500,"Albany, GA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,778636,0.12403019277153726,1.677848953669854,False
129,10500,"Albany, GA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",20933,0.003334451560532251,0.3044850401034273,False
130,10500,"Albany, GA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,276977,0.04412011607899208,1.3936705056195484,False
131,10500,"Albany, GA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),203740,0.03245407542840686,1.5270589658038525,False
132,10500,"Albany, GA (Metropolitan Statistical Area)",83.0,Government and government enterprises,1157002,0.18430072729369584,1.721111337378967,False
142,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",253789,0.041552642996897336,7.742592472334904,False
143,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",2706,0.00044305092793463935,0.05311570478680981,False
144,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",10.0,    Utilities,51734,0.008470360940787373,0.592372888370001,False
145,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",11.0,    Construction,338114,0.0553590988350675,1.2875981144295143,False
146,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",12.0,    Manufacturing,1312335,0.214867420366262,2.18933339094275,False
149,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",34.0,    Wholesale trade,358329,0.058668882467069985,0.9383279399191174,False
150,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",35.0,    Retail trade,459431,0.07522222131261615,1.1969044345350224,False
151,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,362382,0.0593324764844089,1.658559235951604,False
152,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",45.0,    Information,74525,0.012201910718525128,0.20750051816165643,False
154,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",51.0,      Finance and insurance,109256,0.017888385876728367,0.2232634938682435,False
155,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,897080,0.14687809550318043,1.0839968340086281,False
157,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",148696,0.024345861337830427,0.2876196633083928,False
158,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,50840,0.008323987130893225,0.4120492012444554,False
159,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,148380,0.024294122944176565,0.7252829445982028,False
161,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",69.0,      Educational services,37263,0.006101037223809485,0.5051529521054038,False
162,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",70.0,      Health care and social assistance,475144,0.07779489656414497,1.0523896067906382,False
164,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",29513,0.004832136746539176,0.4412459813392437,False
165,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",79.0,      Accommodation and food services,159059,0.02604258593730813,0.8226357302847312,False
166,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),128722,0.021075536417443697,0.9916654971847666,False
167,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",83.0,Government and government enterprises,710352,0.11630528926837655,1.0861289312111702,False
177,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",204301,0.0026296923689455524,0.4899961800714979,False
178,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",205076,0.0026396679030150517,0.3164598294046431,False
179,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",10.0,    Utilities,2169626,0.027926681394931315,1.9530465155085182,False
180,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",11.0,    Construction,2896217,0.03727911142730765,0.8670754147284444,False
181,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",12.0,    Manufacturing,9616532,0.12378070012442774,1.2612299225017012,False
184,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",34.0,    Wholesale trade,3079593,0.03963946437637672,0.6339786166654825,False
185,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",35.0,    Retail trade,5124336,0.06595869464717732,1.0495070837014386,False
186,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,1851099,0.023826711149053322,0.6660435259094198,False
187,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",45.0,    Information,2628188,0.03382913410974138,0.5752839058291334,False
189,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",51.0,      Finance and insurance,10521665,0.13543126151659318,1.6903065952146406,False
190,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,9532318,0.12269672641329377,0.905532322703308,False
192,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",5482169,0.0705645982377466,0.8336433739189832,False
193,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
194,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,0,0.0,0.0,False
196,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",69.0,      Educational services,1682347,0.021654593309961494,1.7929544331379677,False
197,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",70.0,      Health care and social assistance,5533618,0.07122683211173586,0.9635384986623943,False
199,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",483470,0.006223059943975341,0.5682579645286279,False
200,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",79.0,      Accommodation and food services,1906942,0.024545503083302427,0.7753457319002993,False
201,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),1512403,0.01946713245588793,0.9159853966825555,False
202,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",83.0,Government and government enterprises,13260176,0.17068043542652733,1.593916837958258,False
212,10740,"Albuquerque, NM (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",84605,0.002244243153566287,0.4181746068039266,False
213,10740,"Albuquerque, NM (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
214,10740,"Albuquerque, NM (Metropolitan Statistical Area)",10.0,    Utilities,0,0.0,0.0,False
215,10740,"Albuquerque, NM (Metropolitan Statistical Area)",11.0,    Construction,2696325,0.07152306507936432,1.6635560490025931,False
216,10740,"Albuquerque, NM (Metropolitan Statistical Area)",12.0,    Manufacturing,2291991,0.060797649190775335,0.6194811816388707,False
219,10740,"Albuquerque, NM (Metropolitan Statistical Area)",34.0,    Wholesale trade,2224805,0.05901546468022035,0.9438710448906588,False
220,10740,"Albuquerque, NM (Metropolitan Statistical Area)",35.0,    Retail trade,3395413,0.09006716362839036,1.433110930143877,False
221,10740,"Albuquerque, NM (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,0,0.0,0.0,False
222,10740,"Albuquerque, NM (Metropolitan Statistical Area)",45.0,    Information,2018049,0.05353102832942842,0.9103259622461262,False
224,10740,"Albuquerque, NM (Metropolitan Statistical Area)",51.0,      Finance and insurance,0,0.0,0.0,False
225,10740,"Albuquerque, NM (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,6797081,0.18030024819437965,1.330660623996485,False
227,10740,"Albuquerque, NM (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",0,0.0,0.0,False
228,10740,"Albuquerque, NM (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
229,10740,"Albuquerque, NM (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,2065322,0.05478499803096543,1.63556530865544,False
231,10740,"Albuquerque, NM (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
232,10740,"Albuquerque, NM (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
234,10740,"Albuquerque, NM (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",411377,0.01091223941592859,0.996449819665953,False
235,10740,"Albuquerque, NM (Metropolitan Statistical Area)",79.0,      Accommodation and food services,1936053,0.05135599184671675,1.622238051129856,False
236,10740,"Albuquerque, NM (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),1328064,0.03522839713371381,1.6575988988689303,False
237,10740,"Albuquerque, NM (Metropolitan Statistical Area)",83.0,Government and government enterprises,12449593,0.33023951131655066,3.0839757136262094,False
247,10780,"Alexandria, LA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",158145,0.033375816825868966,6.2189870361145765,False
248,10780,"Alexandria, LA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",25914,0.0054690373848402946,0.6556622656347487,False
249,10780,"Alexandria, LA (Metropolitan Statistical Area)",10.0,    Utilities,354425,0.07479986011893268,5.231112286486031,False
250,10780,"Alexandria, LA (Metropolitan Statistical Area)",11.0,    Construction,416425,0.08788469140164079,2.0441113623094345,False
251,10780,"Alexandria, LA (Metropolitan Statistical Area)",12.0,    Manufacturing,723294,0.15264806383540463,1.555366107378868,False
254,10780,"Alexandria, LA (Metropolitan Statistical Area)",34.0,    Wholesale trade,0,0.0,0.0,False
255,10780,"Alexandria, LA (Metropolitan Statistical Area)",35.0,    Retail trade,859392,0.18137095686627577,2.8858985919456863,False
256,10780,"Alexandria, LA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,0,0.0,0.0,False
257,10780,"Alexandria, LA (Metropolitan Statistical Area)",45.0,    Information,0,0.0,0.0,False
259,10780,"Alexandria, LA (Metropolitan Statistical Area)",51.0,      Finance and insurance,0,0.0,0.0,False
260,10780,"Alexandria, LA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,681671,0.14386371008572463,1.0617499207584962,False
262,10780,"Alexandria, LA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",211109,0.0445536394719553,0.5263524098108275,False
263,10780,"Alexandria, LA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,0,0.0,0.0,False
264,10780,"Alexandria, LA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,0,0.0,0.0,False
266,10780,"Alexandria, LA (Metropolitan Statistical Area)",69.0,      Educational services,0,0.0,0.0,False
267,10780,"Alexandria, LA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,0,0.0,0.0,False
269,10780,"Alexandria, LA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",0,0.0,0.0,False
270,10780,"Alexandria, LA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,0,0.0,0.0,False
271,10780,"Alexandria, LA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),0,0.0,0.0,False
272,10780,"Alexandria, LA (Metropolitan Statistical Area)",83.0,Government and government enterprises,1307936,0.2760342240093569,2.577774051265832,False
282,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",290337,0.0069611331040711905,1.2970827577568849,False
283,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
284,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",10.0,    Utilities,641614,0.015383366417079231,1.0758324540172686,False
285,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",11.0,    Construction,0,0.0,0.0,False
286,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",12.0,    Manufacturing,8088645,0.1939337200445686,1.9760351206319264,False
289,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",34.0,    Wholesale trade,0,0.0,0.0,False
290,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",35.0,    Retail trade,3472173,0.08324897761347047,1.3246228140747283,False
291,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,3346149,0.08022742046330543,2.2426491707446816,False
292,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",45.0,    Information,2879524,0.06903959826121882,1.174058124448159,False
294,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",51.0,      Finance and insurance,1860813,0.04461493703794564,0.5568354121185365,False
295,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,0,0.0,0.0,False
297,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",2486146,0.059607949459263454,0.7042025794888088,False
298,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,1837870,0.04406485462748226,2.1812729725182485,False
299,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,1945543,0.04664642736783109,1.3925943436635322,False
301,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",69.0,      Educational services,949199,0.022758038352849515,1.884317344140322,False
302,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",70.0,      Health care and social assistance,6572173,0.15757471846847926,2.1316307795647624,False
304,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",427497,0.010249687496223773,0.935948971421595,False
305,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",79.0,      Accommodation and food services,1660729,0.039817713962709,1.2577658103090588,False
306,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),1153893,0.027665790997551183,1.3017562087714643,False
307,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",83.0,Government and government enterprises,4095991,0.09820566632595108,0.9171037368675203,False
317,11020,"Altoona, PA (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",91553,0.012649654463661864,2.3570370586366565,False
318,11020,"Altoona, PA (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",51844,0.007163158891724855,0.8587641037284962,False
319,11020,"Altoona, PA (Metropolitan Statistical Area)",10.0,    Utilities,36947,0.005104876775953981,0.35700847008577413,False
320,11020,"Altoona, PA (Metropolitan Statistical Area)",11.0,    Construction,238524,0.032956278672358987,0.7665305825076535,False
321,11020,"Altoona, PA (Metropolitan Statistical Area)",12.0,    Manufacturing,897700,0.124033017072398,1.263800837712348,False
324,11020,"Altoona, PA (Metropolitan Statistical Area)",34.0,    Wholesale trade,482392,0.06665092477619274,1.065989708838447,False
325,11020,"Altoona, PA (Metropolitan Statistical Area)",35.0,    Retail trade,733766,0.1013826565725133,1.613158307733071,False
326,11020,"Altoona, PA (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,537497,0.0742646480754848,2.075967922941114,False
327,11020,"Altoona, PA (Metropolitan Statistical Area)",45.0,    Information,493829,0.06823114714029768,1.1603099475954288,False
329,11020,"Altoona, PA (Metropolitan Statistical Area)",51.0,      Finance and insurance,186978,0.025834293713003047,0.32243572537682474,False
330,11020,"Altoona, PA (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,716516,0.09899926619209795,0.7306391790672956,False
332,11020,"Altoona, PA (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",216703,0.029941324383023132,0.35372392533391117,False
333,11020,"Altoona, PA (Metropolitan Statistical Area)",64.0,      Management of companies and enterprises,202986,0.028046079986028497,1.388320846075247,False
334,11020,"Altoona, PA (Metropolitan Statistical Area)",65.0,      Administrative and support and waste management and remediation services,136823,0.01890449982722147,0.5643797609960656,False
336,11020,"Altoona, PA (Metropolitan Statistical Area)",69.0,      Educational services,26142,0.003611976308685116,0.2990639834398167,False
337,11020,"Altoona, PA (Metropolitan Statistical Area)",70.0,      Health care and social assistance,933168,0.12893354402964854,1.744180244414939,False
339,11020,"Altoona, PA (Metropolitan Statistical Area)",76.0,"      Arts, entertainment, and recreation",55953,0.007730889388717707,0.7059452275213534,False
340,11020,"Altoona, PA (Metropolitan Statistical Area)",79.0,      Accommodation and food services,191768,0.026496116317187946,0.8369618919092673,False
341,11020,"Altoona, PA (Metropolitan Statistical Area)",82.0,    Other services (except government and government enterprises),168040,0.023217676494202696,1.0924594396108491,False
342,11020,"Altoona, PA (Metropolitan Statistical Area)",83.0,Government and government enterprises,838460,0.11584797091959767,1.081858216676113,False
352,11100,"Amarillo, TX (Metropolitan Statistical Area)",3.0,"    Agriculture, forestry, fishing and hunting",342689,0.02474601126553734,4.610976985487312,False
353,11100,"Amarillo, TX (Metropolitan Statistical Area)",6.0,"    Mining, quarrying, and oil and gas extraction",0,0.0,0.0,False
354,11100,"Amarillo, TX (Metropolitan Statistical Area)",10.0,    Utilities,989375,0.07144403495834709,4.996423368606692,False
355,11100,"Amarillo, TX (Metropolitan Statistical Area)",11.0,    Construction,0,0.0,0.0,False
356,11100,"Amarillo, TX (Metropolitan Statistical Area)",12.0,    Manufacturing,2907672,0.2099667163769117,2.1393989948173537,False
359,11100,"Amarillo, TX (Metropolitan Statistical Area)",34.0,    Wholesale trade,874890,0.0631769265897241,1.010427894388998,False
360,11100,"Amarillo, TX (Metropolitan Statistical Area)",35.0,    Retail trade,1505378,0.10870527197223158,1.7296726925967265,False
361,11100,"Amarillo, TX (Metropolitan Statistical Area)",36.0,    Transportation and warehousing,716845,0.051764294872739175,1.447000941824233,False
362,11100,"Amarillo, TX (Metropolitan Statistical Area)",45.0,    Information,433425,0.031298173950040774,0.5322434708760194,False
364,11100,"Amarillo, TX (Metropolitan Statistical Area)",51.0,      Finance and insurance,0,0.0,0.0,False
365,11100,"Amarillo, TX (Metropolitan Statistical Area)",56.0,      Real estate and rental and leasing,1885365,0.1361446195519839,1.0047811149516443,False
367,11100,"Amarillo, TX (Metropolitan Statistical Area)",60.0,"      Professional, scientific, and technical services",0,0.0,0.0,False
